Country Code,Country Name,Region,IncomeGroup,Year,Imports of goods and services (% of GDP),Exports of goods and services (% of GDP),"Foreign direct investment, net inflows (BoP, current US$)",GDP (current US$),GDP per capita (current US$),Gross savings (% of GDP),"Inflation, consumer prices (annual %)","Total reserves (includes gold, current US$)","Unemployment, total (% of total labor force) (modeled ILO estimate)",GDP growth (annual %)
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2002,27.88417576,21.49237389,783261009.6,28548945000.0,2184.209244,18.70787186,12.48401857,1004402765.69838,4.89900016784668,4.09677665885357
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2003,24.64323064,22.59840005,871513414.0,32432858000.0,2438.343684,18.39881862,7.929410005,1165340428.48352,5.65999984741211,2.72287733695474
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2004,26.11089177,24.5543486,836939593.9,36591661000.0,2703.565671,19.1622199,2.742181329,1439913954.63566,5.0,8.21102091734038
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2005,28.4816556,27.6181741,493413835.5,41507085000.0,3014.310009,22.81042437,2.407769783,2147944603.19674,3.77999997138977,5.29130826699402
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2006,29.37670842,30.33307477,271428852.5,46802044000.0,3340.840903,26.14311269,3.298748463,2026480313.69129,3.54999995231628,4.40352643383186
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2007,30.65537045,31.93176797,193872526.9,51007777000.0,3579.032244,26.66440646,2.27618478,3520672992.45779,3.14000010490417,2.1900639722454
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2008,33.89330782,34.16363955,1057404020.0,61762635000.0,4260.433184,29.48918294,8.40009594,4472854631.28031,3.92000007629395,6.35713059990832
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2009,26.85574109,25.24910794,308629890.1,62519686000.0,4240.702593,26.34144186,5.159968292,3792122231.6349,4.6100001335144,0.566491592100093
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2010,32.40828274,27.89495597,165893320.4,69555367000.0,4640.246344,25.67306621,3.554377346,2622493356.38252,4.09000015258789,3.52529866894027
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2011,33.36903909,31.1211998,646084358.7,79276664000.0,5202.656459,27.80379069,4.474532658,2957999383.64451,3.46000003814697,7.86814091910996
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2012,31.58630314,30.16480927,567417300.9,87924544000.0,5678.455721,27.67438983,5.10172181,2486036143.68357,3.23000001907349,5.641962066712
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2013,30.96786776,28.6382883,727081206.3,95129659000.0,6050.354611,27.09236411,2.721775777,4345840333.46757,3.07999992370605,4.94651126690626
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2014,29.65631484,28.05185415,772389946.1,101726000000.0,6374.631486,27.22747579,3.589220166,3941357097.57337,3.48000001907349,3.78886854920833
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2015,23.98565577,21.25822138,1322701337.0,99290381000.0,6130.586676,24.31730415,3.966646233,2487276599.56405,3.61999988555908,0.0988726083462694
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2016,19.01654907,19.50479127,764226868.1,99937696000.0,6079.088736,25.89152346,1.728264633,4215553160.05677,4.59999990463257,-1.22638398463879
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2017,21.5889035,20.83281789,629601412.3,104296000000.0,6246.404252,25.70566041,0.417335589,2169697856.6482,3.83999991416931,2.36838652633651
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2018,23.75744696,22.60468399,1389406763.0,107562000000.0,6321.349401,25.08579953,-0.224103246,2158694032.4143,3.52999997138977,1.28929193290502
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2019,23.02845389,23.0483673,974522496.2,108108000000.0,6233.258167,25.52375001,0.266012515,2939049266.08469,3.80999994277954,0.0121051028476558
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2020,19.51730348,21.8579266,1094692901.0,99291124000.0,5645.19929,24.51586452,-0.338872393,7136589071.47075,6.1100001335144,-7.78760709093422
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2021,25.19764403,26.18836454,647576150.9,106166000000.0,5965.132871,25.40597076,0.133251386,7912190379.51528,4.5,4.23525124172572
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2000,22.81681858,16.20111732,1235000000.0,99838543960.0,1398.859831,17.58387342,2.683805353,13785040867.624,8.97999954223633,6.37000383423162
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2001,22.33063842,17.47978812,509900000.0,96684636119.0,1327.096518,18.61067103,2.269757205,13598234040.4969,9.26000022888184,3.53525196931786
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2002,22.67088942,18.31617841,646900000.0,85146067416.0,1144.532398,18.4079876,2.73723855,14076054422.998,10.0100002288818,2.39020402784614
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2003,24.38323353,21.79640719,237400000.0,80288461538.0,1056.937209,18.64809581,4.507776363,14603576021.3742,10.9099998474121,3.19345473897896
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2004,29.58994436,28.22996085,1253300000.0,78782467532.0,1016.253884,21.11221925,11.27061933,15338514716.8957,10.3199996948242,4.0920716120453
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2005,32.60909935,30.34354689,5375600000.0,89600665557.0,1133.105461,21.84229211,4.869396969,21856784928.5556,11.048999786377,4.47174446860463
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2006,31.56872268,29.94981383,10042800000.0,107426000000.0,1332.33941,22.97673628,7.644526445,26006845068.1543,10.4899997711182,6.84383819698924
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2007,34.82814178,30.24973147,11578100000.0,130438000000.0,1586.472921,23.5552982,9.318969058,32214421786.3476,8.80000019073486,7.08782742739524
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2008,38.63763261,33.04299274,9494600000.0,162818000000.0,1941.899973,23.62350084,18.31683168,34330505048.3926,8.51700019836426,7.15628356351688
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2009,31.59662253,24.95682211,6711600000.0,189147000000.0,2212.218148,16.83984206,11.76349544,34896678266.342,9.08699989318848,4.67359980040543
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2010,26.58710426,21.34924581,6385600000.0,218984000000.0,2509.772034,17.95038894,11.26518827,37028506134.5559,8.75599956512451,5.14723485873294
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2011,24.68820655,20.56742761,-482700000.0,235990000000.0,2645.622535,16.86871826,10.06492599,18637541110.4777,11.8489999771118,1.76457194925801
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2012,24.31480265,16.39696662,2797700000.0,279117000000.0,3059.135428,12.87821102,7.111729433,15672467970.7728,12.5970001220703,2.22619979662137
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2013,23.35519243,17.01784562,4192200000.0,288434000000.0,3088.890834,13.68322162,9.469719811,16536236826.4074,13.1540002822876,2.18546605471226
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2014,22.67605634,14.24413146,4612200000.0,305595000000.0,3196.861381,11.8849608,10.07021547,14926998051.7397,13.1049995422363,2.91591187883586
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2015,21.66209747,13.18384549,6925200000.0,329367000000.0,3370.382447,9.593464708,10.37049034,15858887325.7756,13.0520000457764,4.37201907940117
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2016,19.90108511,10.34546394,8106800000.0,332442000000.0,3331.612461,9.710041522,13.81360621,23642691705.9678,12.4499998092651,4.34664345337812
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2017,29.30835735,15.8184438,7408700000.0,235734000000.0,2315.896627,10.35531343,29.50660839,36400242555.8255,11.7670001983643,4.18122100091018
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2018,29.36629558,18.91197548,8141300000.0,249713000000.0,2407.086543,13.8945011,14.40146578,41839242990.7097,9.85499954223633,5.31412103746398
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2019,25.73983954,17.50061066,9010100000.0,303081000000.0,2869.576588,15.18327142,9.152799593,44568837112.0669,7.85099983215332,5.55768388791593
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2020,20.65243382,13.10674637,5851800000.0,365253000000.0,3398.801432,11.12268806,5.04493289,38972812936.6708,7.93900012969971,3.5696694750486
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2021,20.27598171,11.09761867,5122300000.0,404143000000.0,3698.834981,7.693228024,5.214049405,39824388217.3615,7.40000009536743,3.3267420905086
EMU,Euro area,,,2000,34.34955569,35.11924943,555032000000.0,6495760000000.0,20215.55369,22.96401084,2.853030393,351979822071.882,9.42774082295437,3.86516264046868
EMU,Euro area,,,2001,33.67499621,35.14453631,320365000000.0,6596590000000.0,20450.57671,22.86710133,2.785165427,346050008184.583,8.34810614379858,2.19576223144928
EMU,Euro area,,,2002,32.06338694,34.53088768,253271000000.0,7200160000000.0,22213.00242,22.74388912,2.465323192,383932923077.543,8.61140249367503,0.940351534879042
EMU,Euro area,,,2003,31.63071576,33.6213526,268978000000.0,8862330000000.0,27193.00196,22.26731713,2.098472191,387350656564.326,8.95112200999195,0.682209992455867
EMU,Euro area,,,2004,32.95621634,35.15106732,270126000000.0,10160400000000.0,31004.9761,23.22190335,2.225679164,382789632831.183,9.23646360575183,2.29393248023784
EMU,Euro area,,,2005,34.89595809,36.51684956,632977000000.0,10523500000000.0,31947.66797,23.18772649,2.487696652,377529937016.727,9.01680134403448,1.68149170402361
EMU,Euro area,,,2006,37.26128223,38.5498473,817911000000.0,11184000000000.0,33794.82226,23.96475982,2.666314946,429171451915.006,8.31056641045081,3.23085542936927
EMU,Euro area,,,2007,38.15961073,39.67526088,1281460000000.0,12879100000000.0,38715.44386,24.68577431,2.453965281,510182906141.806,7.43404146284425,3.00164687320358
EMU,Euro area,,,2008,38.85060414,40.02294265,657122000000.0,14158300000000.0,42353.18619,23.39546256,4.07534336,522439861821.438,7.47970984359973,0.416671742833302
EMU,Euro area,,,2009,33.44572069,35.12870333,438151000000.0,12938500000000.0,38578.92139,21.18721126,0.368041998,660334751778.785,9.53340923510751,-4.5211394569593
EMU,Euro area,,,2010,37.59900272,39.15138913,536184000000.0,12641700000000.0,37605.03661,21.80715688,1.525516021,787897995554.545,10.0619603411155,2.18067877756826
EMU,Euro area,,,2011,40.38987662,42.01957666,818246000000.0,13637900000000.0,40656.44142,22.56358672,3.289449396,847726435343.261,10.099222676316,1.71422894114306
EMU,Euro area,,,2012,40.75381534,43.69257924,543525000000.0,12638800000000.0,37594.92275,22.22054484,2.485675622,909437841338.521,11.2742973540688,-0.841832474822965
EMU,Euro area,,,2013,40.34990989,43.87259957,603500000000.0,13196300000000.0,39119.97733,22.41319759,1.219993423,748400035597.623,11.9093476346726,-0.219682323362605
EMU,Euro area,,,2014,40.64814353,44.5023921,384853000000.0,13510100000000.0,39913.12512,23.02541138,0.24104743,745741427667.848,11.5842640574843,1.40260543481234
EMU,Euro area,,,2015,41.54823311,46.00712659,786527000000.0,11675500000000.0,34388.81001,23.69541295,0.037514381,701552553007.993,10.8253318064724,2.0495684690151
EMU,Euro area,,,2016,41.12296016,45.5218253,592698000000.0,11973700000000.0,35164.06706,24.15492179,0.183334861,741790800990.739,9.99610497998608,1.86402426992913
EMU,Euro area,,,2017,42.85890167,47.20193095,481932000000.0,12679700000000.0,37157.11326,24.73784693,1.381458714,802685567836.537,9.03308208806456,2.61779343060869
EMU,Euro area,,,2018,44.03104683,48.03535673,-591349391.4,13698200000000.0,40045.56602,25.25138018,1.703497947,822526232328.578,8.15687283692871,1.78337860566837
EMU,Euro area,,,2019,44.73360304,48.13029581,200419000000.0,13418200000000.0,39182.54834,25.44218337,1.445667015,914226843967.921,7.52252401378531,1.58206835204705
EMU,Euro area,,,2020,41.67187926,45.25150907,45820418669.0,13085500000000.0,38159.72991,24.4578815,0.290554556,1077848983437.96,7.84420037051593,-6.13853139607691
EMU,Euro area,,,2021,45.38332567,49.27062897,217500000000.0,14563300000000.0,42450.15377,26.13314609,2.446088672,1196161663459.27,7.70437294167312,5.32505710242472
ERI,Eritrea,Sub-Saharan Africa,Low income,2000,58.21074133,9.670620594,27870106.7,706370815.6,295.196924,15.82071947,,36131624.5351442,5.61600017547607,-3.14198590251638
ERI,Eritrea,Sub-Saharan Africa,Low income,2001,61.2556706,10.80704036,12131626.4,752368495.5,305.601464,,,50449873.4005356,5.66599988937378,8.75543552816325
ERI,Eritrea,Sub-Saharan Africa,Low income,2002,64.80898282,11.78118084,22766165.8,729321366.7,286.2975958,,,30282531.9211627,5.69299983978271,3.0054291917378
ERI,Eritrea,Sub-Saharan Africa,Low income,2003,67.56549646,6.442327834,24999786.5,870247703.2,327.9757982,,,24707771.9703722,5.67700004577637,-2.65551592487554
ERI,Eritrea,Sub-Saharan Africa,Low income,2004,59.79550787,5.775398982,24103664.8,1109054005.0,401.3745252,,,34746846.5868961,5.59100008010864,1.45173556595506
ERI,Eritrea,Sub-Saharan Africa,Low income,2005,54.9403177,6.16571332,1431553.8,1098425901.0,387.898961,,,27944199.0527694,5.6230001449585,2.57444955124846
ERI,Eritrea,Sub-Saharan Africa,Low income,2006,38.36133666,6.899509392,15375609.7,1211161880.0,420.5287398,,,23576837.334928,5.63899993896484,-0.969217110711355
ERI,Eritrea,Sub-Saharan Africa,Low income,2007,28.78770695,5.771852584,7206504.0,1317974491.0,450.4097137,,,32407629.6596727,5.65199995040894,1.42682221120323
ERI,Eritrea,Sub-Saharan Africa,Low income,2008,26.1321934,4.428756649,39000000.0,1380188800.0,459.1784027,,,56020972.2337436,5.59600019454956,-9.78303001782456
ERI,Eritrea,Sub-Saharan Africa,Low income,2009,23.44351776,4.528623859,91000000.0,1856695551.0,602.0632238,,,90010612.7740805,5.64499998092651,3.8765015275421
ERI,Eritrea,Sub-Saharan Africa,Low income,2010,31.09308886,6.378376598,91000000.0,1589515447.0,504.9724602,,,114149602.728927,5.89200019836426,2.19419034888082
ERI,Eritrea,Sub-Saharan Africa,Low income,2011,29.23895286,18.15483726,39000000.0,2065001626.0,643.7900423,,,115328815.906209,5.78200006484985,8.67980010138049
ERI,Eritrea,Sub-Saharan Africa,Low income,2012,,,41357999.9,,,,,132764717.792848,5.69299983978271,
ERI,Eritrea,Sub-Saharan Africa,Low income,2013,,,43859000.0,,,,,133338047.50637,5.63000011444092,
ERI,Eritrea,Sub-Saharan Africa,Low income,2014,,,46511000.0,,,,,151753160.388458,5.67799997329712,
ERI,Eritrea,Sub-Saharan Africa,Low income,2015,,,49323000.0,,,,,145070693.229695,5.79699993133545,
ERI,Eritrea,Sub-Saharan Africa,Low income,2016,,,52305000.0,,,,,145371150.939987,5.80700016021729,
ERI,Eritrea,Sub-Saharan Africa,Low income,2017,,,55468000.0,,,,,143412422.685212,5.80700016021729,
ERI,Eritrea,Sub-Saharan Africa,Low income,2018,,,61015000.0,,,,,163033689.39269,5.69700002670288,
ERI,Eritrea,Sub-Saharan Africa,Low income,2019,,,67116000.0,,,,,191694416.403147,5.7039999961853,
ERI,Eritrea,Sub-Saharan Africa,Low income,2020,,,73828000.0,,,,,,7.28000020980835,
ERI,Eritrea,Sub-Saharan Africa,Low income,2021,,,70472000.0,,,,,,6.80200004577637,
ESP,Spain,Europe & Central Asia,High income,2000,31.51897581,28.56335793,40509751188.0,598363000000.0,14749.68742,22.32915226,3.433515634,35607623344.835,13.789999961853,5.24594382377803
ESP,Spain,Europe & Central Asia,High income,2001,30.1355363,27.86161916,28909416991.0,627830000000.0,15369.00116,22.08165877,3.589834133,34235520830.3691,10.3500003814697,3.93300276489272
ESP,Spain,Europe & Central Asia,High income,2002,28.54518432,26.55399492,39359708554.0,708757000000.0,17106.68658,22.96416866,3.065656859,40303470181.2951,11.1499996185303,2.73094832930995
ESP,Spain,Europe & Central Asia,High income,2003,27.83478298,25.62890612,30744905691.0,907492000000.0,21510.83625,23.62908281,3.038888394,26809451669.0027,11.2799997329712,2.98193631644672
ESP,Spain,Europe & Central Asia,High income,2004,29.11219787,25.41198482,25268192651.0,1069060000000.0,24907.00085,22.80787767,3.039248811,19758627233.3238,11.0900001525879,3.12273351662624
ESP,Spain,Europe & Central Asia,High income,2005,29.78302854,24.97926904,27007774843.0,1153720000000.0,26429.15094,22.12306677,3.368814098,17227460742.3577,9.14999961853027,3.65208419190144
ESP,Spain,Europe & Central Asia,High income,2006,30.93583231,25.2413025,32927841460.0,1260400000000.0,28389.07858,21.71575326,3.515575768,19339948067.0765,8.44999980926514,4.10268574072705
ESP,Spain,Europe & Central Asia,High income,2007,31.76286494,25.98473881,68229666915.0,1474000000000.0,32591.35031,21.01384562,2.786797458,19028952268.3672,8.22999954223633,3.60473846199818
ESP,Spain,Europe & Central Asia,High income,2008,30.35940087,25.62392917,74088629877.0,1631860000000.0,35510.72223,19.56053587,4.07534336,20288388623.6605,11.25,0.887067045576416
ESP,Spain,Europe & Central Asia,High income,2009,23.93318015,23.06169417,9549813317.0,1491470000000.0,32169.50285,19.22421511,-0.287813084,28051366380.3609,17.8600006103516,-3.7631070424473
ESP,Spain,Europe & Central Asia,High income,2010,26.97656121,25.95167935,36609340306.0,1422110000000.0,30532.48051,18.64331657,1.799864577,31871836372.9595,19.8600006103516,0.162919517758226
ESP,Spain,Europe & Central Asia,High income,2011,29.25820883,29.5349622,26832032515.0,1480710000000.0,31677.90031,17.85548934,3.196101888,46704835356.6883,21.3899993896484,-0.814384776648922
ESP,Spain,Europe & Central Asia,High income,2012,29.38995484,31.45511995,20848479096.0,1324750000000.0,28322.94659,18.51697832,2.446127824,50588475476.9985,24.7900009155273,-2.95892213230024
ESP,Spain,Europe & Central Asia,High income,2013,29.02436324,32.95195248,47373243839.0,1355580000000.0,29077.18206,19.25360755,1.408581092,46335465037.6453,26.0900001525879,-1.40334186790638
ESP,Spain,Europe & Central Asia,High income,2014,30.37028572,33.46797623,32943256863.0,1371820000000.0,29513.65118,19.57792092,-0.151114838,50411846511.5441,24.4400005340576,1.39577536727975
ESP,Spain,Europe & Central Asia,High income,2015,30.57234448,33.61086067,23037070821.0,1196160000000.0,25754.36103,21.00819065,-0.50036571,53973842235.8777,22.0599994659424,3.83851887667484
ESP,Spain,Europe & Central Asia,High income,2016,29.87742503,33.8624576,44253339408.0,1233550000000.0,26537.15949,21.91999801,-0.202598,63039926528.9472,19.6399993896484,3.03777414172446
ESP,Spain,Europe & Central Asia,High income,2017,31.52649653,35.13056434,31565354024.0,1313250000000.0,28185.32137,22.17603284,1.956076334,69400198866.0331,17.2199993133545,2.97576072924863
ESP,Spain,Europe & Central Asia,High income,2018,32.42987759,35.14506267,58626179995.0,1421700000000.0,30379.72111,22.34637944,1.674981369,70633189427.7056,15.25,2.28446941947622
ESP,Spain,Europe & Central Asia,High income,2019,31.9669887,34.90690181,25880652698.0,1394320000000.0,29581.51855,22.9344685,0.699518994,74731427284.1399,14.1000003814697,1.9839662230883
ESP,Spain,Europe & Central Asia,High income,2020,29.34322252,30.79994526,36630335496.0,1276960000000.0,26959.67544,21.00736812,-0.322753017,81287702460.7527,15.5299997329712,-11.3254383222864
ESP,Spain,Europe & Central Asia,High income,2021,33.44828901,34.93348757,43909506911.0,1427380000000.0,30103.51373,21.79084404,3.09313512,92201269194.64,14.7799997329712,5.5195949732682
EST,Estonia,Europe & Central Asia,High income,2000,64.86821585,61.62739432,416214286.8,5686579748.0,4070.609024,23.77095641,4.018489525,922839655.58726,13.3599996566772,10.0876344406951
EST,Estonia,Europe & Central Asia,High income,2001,65.20502374,61.25196416,592889580.2,6254649539.0,4505.858332,23.05750542,5.748279817,822453577.648307,13.1300001144409,6.00367425106573
EST,Estonia,Europe & Central Asia,High income,2002,65.3623357,57.95587901,338234260.4,7367975888.0,5341.628947,21.98479533,3.571912702,1003157301.27034,10.0299997329712,6.7713679304362
EST,Estonia,Europe & Central Asia,High income,2003,65.61458694,57.1622883,1038244664.0,9874013098.0,7203.523038,21.95506879,1.334991165,1376698670.15844,11.289999961853,7.60026518508707
EST,Estonia,Europe & Central Asia,High income,2004,68.8988724,61.07933564,1086893435.0,12145911801.0,8914.103557,22.2689527,3.048111075,1791730276.65348,10.25,6.80400777050136
EST,Estonia,Europe & Central Asia,High income,2005,70.50379652,65.43502006,3057558405.0,14106790200.0,10412.64431,24.2738199,4.079714232,1947311946.75443,8.02999973297119,9.52642697162088
EST,Estonia,Europe & Central Asia,High income,2006,73.37645636,63.26676459,1758167636.0,17022870405.0,12639.40007,24.60894863,4.437620424,2786325227.45502,5.90999984741211,9.76558336997708
EST,Estonia,Europe & Central Asia,High income,2007,71.38902848,62.59857277,3033145920.0,22449129483.0,16744.58445,24.35478296,6.601326031,3269362367.43126,4.59000015258789,7.57914052046765
EST,Estonia,Europe & Central Asia,High income,2008,70.29679871,66.39225243,1977264597.0,24341678629.0,18204.96648,23.44182439,10.36235803,3971834388.52859,5.44999980926514,-5.13200095768519
EST,Estonia,Europe & Central Asia,High income,2009,55.90037147,60.8643762,1866296947.0,19633031398.0,14711.73527,23.755581,-0.078408311,3980641012.81399,13.5500001907349,-14.6290550324223
EST,Estonia,Europe & Central Asia,High income,2010,68.62890789,75.04931619,2592255115.0,19523477326.0,14663.04461,23.36088435,2.97204512,2567138087.1289,16.7099990844727,2.44426511799784
EST,Estonia,Europe & Central Asia,High income,2011,80.78818842,86.60379142,1119148299.0,23213994093.0,17487.80478,26.88438579,4.981901315,207115695.548506,12.3299999237061,7.26308458128695
EST,Estonia,Europe & Central Asia,High income,2012,84.55213415,86.20779227,1787341527.0,23019150071.0,17403.20533,27.45171547,3.933399873,300659803.183269,10.0200004577637,3.22820049358981
EST,Estonia,Europe & Central Asia,High income,2013,81.88466433,84.5681702,1097942107.0,25115753366.0,19056.00192,27.52670728,2.78056659,314406126.749955,8.63000011444092,1.45842863615992
EST,Estonia,Europe & Central Asia,High income,2014,78.37604185,81.86543288,1781648554.0,26634083965.0,20261.06673,27.83958935,-0.106175147,436832954.504529,7.34999990463257,3.01136658651455
EST,Estonia,Europe & Central Asia,High income,2015,73.50169126,77.43549844,-715465129.9,22890762090.0,17402.03761,26.85657626,-0.492326007,414798362.438981,6.40999984741211,1.85302004629342
EST,Estonia,Europe & Central Asia,High income,2016,73.40115901,77.00753774,925762256.7,24072829277.0,18295.34293,26.43203512,0.148684908,352140743.414626,6.88000011444092,3.15556481438308
EST,Estonia,Europe & Central Asia,High income,2017,71.7538683,75.8098541,1735775304.0,26924385103.0,20437.76538,28.74268644,3.417235495,345036507.941262,5.80999994277954,5.79204467466494
EST,Estonia,Europe & Central Asia,High income,2018,71.59639824,74.32389785,1232358348.0,30624720196.0,23165.84948,28.9004783,3.436326884,755005588.304243,5.40999984741211,3.78420084952826
EST,Estonia,Europe & Central Asia,High income,2019,69.86984384,73.88468641,3052870944.0,31081901909.0,23424.48471,28.64977217,2.277259312,1426439025.48627,4.51000022888184,3.73970668161645
EST,Estonia,Europe & Central Asia,High income,2020,69.19247571,69.27386299,3616480318.0,31370395573.0,23595.24368,28.48075878,-0.444531098,1996892748.8784,6.96000003814697,-0.55100125774716
EST,Estonia,Europe & Central Asia,High income,2021,78.66139747,78.29665167,7361224248.0,37191166152.0,27943.70122,30.59422157,4.653166738,2371477144.82894,6.17999982833862,8.01346292400842
ETH,Ethiopia,Sub-Saharan Africa,Low income,2000,,,134639999.9,8242392104.0,122.9622935,,0.662458109,362554236.557217,3.50799989700317,6.07321747957957
ETH,Ethiopia,Sub-Saharan Africa,Low income,2001,,,349399999.9,8231326016.0,119.2618573,,-8.237844534,489895094.883338,3.29800009727478,8.30130632052328
ETH,Ethiopia,Sub-Saharan Africa,Low income,2002,,,255000000.0,7850809498.0,110.4608747,,0.675089102,965896480.119228,3.1489999294281,1.51472570631101
ETH,Ethiopia,Sub-Saharan Africa,Low income,2003,,,465000000.0,8623691300.0,117.8601647,,13.6740452,955608348.106304,2.97499990463257,-2.16135972205798
ETH,Ethiopia,Sub-Saharan Africa,Low income,2004,,,545100000.0,10131187261.0,134.5424863,,3.327370479,1496784362.17874,2.68300008773804,13.5726031368695
ETH,Ethiopia,Sub-Saharan Africa,Low income,2005,,,265111675.5,12401139454.0,160.0767918,,9.969971235,1042595212.18723,2.5,11.8187659466494
ETH,Ethiopia,Sub-Saharan Africa,Low income,2006,,,545257102.2,15280861835.0,191.7512925,,12.29947631,867438393.591878,2.47199988365173,10.834727065877
ETH,Ethiopia,Sub-Saharan Africa,Low income,2007,,,222000573.0,19707616773.0,240.347972,,17.24040083,1289865496.28638,2.43600010871887,11.4561670000236
ETH,Ethiopia,Sub-Saharan Africa,Low income,2008,,,108537544.0,27066912635.0,320.8610897,,44.35668588,870502510.19458,2.40799999237061,10.7885216853725
ETH,Ethiopia,Sub-Saharan Africa,Low income,2009,,,221459581.4,32437389116.0,373.8939587,,8.483644045,1780874214.24059,2.38700008392334,8.80255319782566
ETH,Ethiopia,Sub-Saharan Africa,Low income,2010,,,288271568.3,29933790334.0,335.4384953,,8.14926403,2241164555.88825,2.33599996566772,12.5505383459308
ETH,Ethiopia,Sub-Saharan Africa,Low income,2011,31.54608221,16.6868532,628624806.0,31952763089.0,348.0013483,32.55827582,33.24995988,2837310958.4935,2.31100010871887,11.1782962271641
ETH,Ethiopia,Sub-Saharan Africa,Low income,2012,31.63060598,13.7672982,278562822.2,43310721414.0,458.5509208,30.91225561,23.60041768,2301655547.62419,2.29200005531311,8.64781163337416
ETH,Ethiopia,Sub-Saharan Africa,Low income,2013,28.98771352,12.48407356,1343876024.0,47648211133.0,490.791804,28.33477868,7.464021929,2363513607.3673,2.25,10.5822700482672
ETH,Ethiopia,Sub-Saharan Africa,Low income,2014,29.09946424,11.64161991,1855052154.0,55612228234.0,557.5341484,31.45033178,6.890019516,3525244981.05226,2.41199994087219,10.2574929610051
ETH,Ethiopia,Sub-Saharan Africa,Low income,2015,30.29281055,9.363313597,2626517918.0,64589334979.0,630.3126821,29.52215852,9.56889956,3835287576.46954,2.57299995422363,10.3924630202334
ETH,Ethiopia,Sub-Saharan Africa,Low income,2016,27.0869723,7.812080503,4142937496.0,74296618481.0,705.616305,30.95321917,6.628133372,3030943950.63996,2.73499989509583,9.43348265784402
ETH,Ethiopia,Sub-Saharan Africa,Low income,2017,23.47426268,7.629368622,4017159565.0,81770791971.0,755.7517677,30.59002279,10.68711503,3045571314.79781,2.89599990844727,9.56418964295607
ETH,Ethiopia,Sub-Saharan Africa,Low income,2018,22.82669908,8.372675866,3360419369.0,84269348327.0,758.2990596,33.16306209,13.83303566,3987464165.90059,3.05800008773804,6.81614779681703
ETH,Ethiopia,Sub-Saharan Africa,Low income,2019,20.8753244,7.939976609,2548743427.0,95912590628.0,840.4494515,29.03045172,15.80963217,2992704274.84051,3.21900010108948,8.3640856990789
ETH,Ethiopia,Sub-Saharan Africa,Low income,2020,16.8789127,7.127200943,2395799881.0,107658000000.0,918.6525941,27.12910708,20.35634686,3046114358.80766,4.12599992752075,6.05953088643369
ETH,Ethiopia,Sub-Saharan Africa,Low income,2021,16.66267677,7.592838243,4259445795.0,111271000000.0,925.077428,25.10236656,26.83952216,,3.9300000667572,5.63730300819225
EUU,European Union,,,2000,34.91704997,35.69364237,633987000000.0,7276320000000.0,16947.59566,22.90114538,3.15076707,,9.83065473565893,3.90052956425635
